..\dataset\tracks\0.wav,..\dataset\masks\0.npy
..\dataset\tracks\5071.wav,..\dataset\masks\5071.npy
..\dataset\tracks\5072.wav,..\dataset\masks\5072.npy
..\dataset\tracks\5073.wav,..\dataset\masks\5073.npy
..\dataset\tracks\5074.wav,..\dataset\masks\5074.npy
..\dataset\tracks\5075.wav,..\dataset\masks\5075.npy
..\dataset\tracks\5076.wav,..\dataset\masks\5076.npy
..\dataset\tracks\5077.wav,..\dataset\masks\5077.npy
..\dataset\tracks\5078.wav,..\dataset\masks\5078.npy
..\dataset\tracks\5079.wav,..\dataset\masks\5079.npy
..\dataset\tracks\508.wav,..\dataset\masks\508.npy
..\dataset\tracks\5080.wav,..\dataset\masks\5080.npy
..\dataset\tracks\5081.wav,..\dataset\masks\5081.npy
..\dataset\tracks\5082.wav,..\dataset\masks\5082.npy
..\dataset\tracks\5083.wav,..\dataset\masks\5083.npy
..\dataset\tracks\5084.wav,..\dataset\masks\5084.npy
..\dataset\tracks\5085.wav,..\dataset\masks\5085.npy
..\dataset\tracks\5086.wav,..\dataset\masks\5086.npy
..\dataset\tracks\5087.wav,..\dataset\masks\5087.npy
..\dataset\tracks\5088.wav,..\dataset\masks\5088.npy
..\dataset\tracks\5089.wav,..\dataset\masks\5089.npy
..\dataset\tracks\509.wav,..\dataset\masks\509.npy
..\dataset\tracks\5090.wav,..\dataset\masks\5090.npy
..\dataset\tracks\5091.wav,..\dataset\masks\5091.npy
..\dataset\tracks\5092.wav,..\dataset\masks\5092.npy
..\dataset\tracks\5093.wav,..\dataset\masks\5093.npy
..\dataset\tracks\5094.wav,..\dataset\masks\5094.npy
..\dataset\tracks\5095.wav,..\dataset\masks\5095.npy
..\dataset\tracks\5096.wav,..\dataset\masks\5096.npy
..\dataset\tracks\5097.wav,..\dataset\masks\5097.npy
..\dataset\tracks\5098.wav,..\dataset\masks\5098.npy
..\dataset\tracks\5099.wav,..\dataset\masks\5099.npy
..\dataset\tracks\51.wav,..\dataset\masks\51.npy
..\dataset\tracks\510.wav,..\dataset\masks\510.npy
..\dataset\tracks\5100.wav,..\dataset\masks\5100.npy
..\dataset\tracks\5101.wav,..\dataset\masks\5101.npy
..\dataset\tracks\5102.wav,..\dataset\masks\5102.npy
..\dataset\tracks\5103.wav,..\dataset\masks\5103.npy
..\dataset\tracks\5104.wav,..\dataset\masks\5104.npy
..\dataset\tracks\5105.wav,..\dataset\masks\5105.npy
..\dataset\tracks\5106.wav,..\dataset\masks\5106.npy
..\dataset\tracks\5107.wav,..\dataset\masks\5107.npy
..\dataset\tracks\5108.wav,..\dataset\masks\5108.npy
..\dataset\tracks\5109.wav,..\dataset\masks\5109.npy
..\dataset\tracks\511.wav,..\dataset\masks\511.npy
..\dataset\tracks\5110.wav,..\dataset\masks\5110.npy
..\dataset\tracks\5111.wav,..\dataset\masks\5111.npy
..\dataset\tracks\5112.wav,..\dataset\masks\5112.npy
..\dataset\tracks\5113.wav,..\dataset\masks\5113.npy
..\dataset\tracks\5114.wav,..\dataset\masks\5114.npy
..\dataset\tracks\5115.wav,..\dataset\masks\5115.npy
..\dataset\tracks\5116.wav,..\dataset\masks\5116.npy
..\dataset\tracks\5117.wav,..\dataset\masks\5117.npy
..\dataset\tracks\5118.wav,..\dataset\masks\5118.npy
..\dataset\tracks\5119.wav,..\dataset\masks\5119.npy
..\dataset\tracks\512.wav,..\dataset\masks\512.npy
..\dataset\tracks\5120.wav,..\dataset\masks\5120.npy
..\dataset\tracks\5121.wav,..\dataset\masks\5121.npy
..\dataset\tracks\5122.wav,..\dataset\masks\5122.npy
..\dataset\tracks\5123.wav,..\dataset\masks\5123.npy
..\dataset\tracks\5124.wav,..\dataset\masks\5124.npy
..\dataset\tracks\5125.wav,..\dataset\masks\5125.npy
..\dataset\tracks\5126.wav,..\dataset\masks\5126.npy
..\dataset\tracks\5127.wav,..\dataset\masks\5127.npy
..\dataset\tracks\5128.wav,..\dataset\masks\5128.npy
..\dataset\tracks\5129.wav,..\dataset\masks\5129.npy
..\dataset\tracks\513.wav,..\dataset\masks\513.npy
..\dataset\tracks\5130.wav,..\dataset\masks\5130.npy
..\dataset\tracks\5131.wav,..\dataset\masks\5131.npy
..\dataset\tracks\5132.wav,..\dataset\masks\5132.npy
..\dataset\tracks\5133.wav,..\dataset\masks\5133.npy
..\dataset\tracks\5134.wav,..\dataset\masks\5134.npy
..\dataset\tracks\5135.wav,..\dataset\masks\5135.npy
..\dataset\tracks\5136.wav,..\dataset\masks\5136.npy
..\dataset\tracks\5137.wav,..\dataset\masks\5137.npy
..\dataset\tracks\5138.wav,..\dataset\masks\5138.npy
..\dataset\tracks\5139.wav,..\dataset\masks\5139.npy
..\dataset\tracks\514.wav,..\dataset\masks\514.npy
..\dataset\tracks\5140.wav,..\dataset\masks\5140.npy
..\dataset\tracks\5141.wav,..\dataset\masks\5141.npy
..\dataset\tracks\5142.wav,..\dataset\masks\5142.npy
..\dataset\tracks\5143.wav,..\dataset\masks\5143.npy
..\dataset\tracks\5144.wav,..\dataset\masks\5144.npy
..\dataset\tracks\5145.wav,..\dataset\masks\5145.npy
..\dataset\tracks\5146.wav,..\dataset\masks\5146.npy
..\dataset\tracks\5147.wav,..\dataset\masks\5147.npy
..\dataset\tracks\5148.wav,..\dataset\masks\5148.npy
..\dataset\tracks\5149.wav,..\dataset\masks\5149.npy
..\dataset\tracks\515.wav,..\dataset\masks\515.npy
..\dataset\tracks\5150.wav,..\dataset\masks\5150.npy
..\dataset\tracks\5151.wav,..\dataset\masks\5151.npy
..\dataset\tracks\5152.wav,..\dataset\masks\5152.npy
..\dataset\tracks\5153.wav,..\dataset\masks\5153.npy
..\dataset\tracks\5154.wav,..\dataset\masks\5154.npy
..\dataset\tracks\5155.wav,..\dataset\masks\5155.npy
..\dataset\tracks\5156.wav,..\dataset\masks\5156.npy
..\dataset\tracks\5157.wav,..\dataset\masks\5157.npy
..\dataset\tracks\5158.wav,..\dataset\masks\5158.npy
..\dataset\tracks\5159.wav,..\dataset\masks\5159.npy
..\dataset\tracks\516.wav,..\dataset\masks\516.npy
..\dataset\tracks\5160.wav,..\dataset\masks\5160.npy
..\dataset\tracks\5161.wav,..\dataset\masks\5161.npy
..\dataset\tracks\5162.wav,..\dataset\masks\5162.npy
..\dataset\tracks\5163.wav,..\dataset\masks\5163.npy
..\dataset\tracks\5164.wav,..\dataset\masks\5164.npy
..\dataset\tracks\5165.wav,..\dataset\masks\5165.npy
..\dataset\tracks\5166.wav,..\dataset\masks\5166.npy
..\dataset\tracks\5167.wav,..\dataset\masks\5167.npy
..\dataset\tracks\5168.wav,..\dataset\masks\5168.npy
..\dataset\tracks\5169.wav,..\dataset\masks\5169.npy
..\dataset\tracks\517.wav,..\dataset\masks\517.npy
..\dataset\tracks\5170.wav,..\dataset\masks\5170.npy
..\dataset\tracks\5171.wav,..\dataset\masks\5171.npy
..\dataset\tracks\5172.wav,..\dataset\masks\5172.npy
..\dataset\tracks\5173.wav,..\dataset\masks\5173.npy
..\dataset\tracks\5174.wav,..\dataset\masks\5174.npy
..\dataset\tracks\5175.wav,..\dataset\masks\5175.npy
..\dataset\tracks\5176.wav,..\dataset\masks\5176.npy
..\dataset\tracks\5177.wav,..\dataset\masks\5177.npy
..\dataset\tracks\5178.wav,..\dataset\masks\5178.npy
..\dataset\tracks\5179.wav,..\dataset\masks\5179.npy
..\dataset\tracks\518.wav,..\dataset\masks\518.npy
..\dataset\tracks\5180.wav,..\dataset\masks\5180.npy
..\dataset\tracks\5181.wav,..\dataset\masks\5181.npy
..\dataset\tracks\5182.wav,..\dataset\masks\5182.npy
..\dataset\tracks\5183.wav,..\dataset\masks\5183.npy
..\dataset\tracks\5184.wav,..\dataset\masks\5184.npy
..\dataset\tracks\5185.wav,..\dataset\masks\5185.npy
..\dataset\tracks\5186.wav,..\dataset\masks\5186.npy
..\dataset\tracks\5187.wav,..\dataset\masks\5187.npy
..\dataset\tracks\5188.wav,..\dataset\masks\5188.npy
..\dataset\tracks\5189.wav,..\dataset\masks\5189.npy
..\dataset\tracks\519.wav,..\dataset\masks\519.npy
..\dataset\tracks\5190.wav,..\dataset\masks\5190.npy
..\dataset\tracks\5191.wav,..\dataset\masks\5191.npy
..\dataset\tracks\5192.wav,..\dataset\masks\5192.npy
..\dataset\tracks\5193.wav,..\dataset\masks\5193.npy
..\dataset\tracks\5194.wav,..\dataset\masks\5194.npy
..\dataset\tracks\5195.wav,..\dataset\masks\5195.npy
..\dataset\tracks\5196.wav,..\dataset\masks\5196.npy
..\dataset\tracks\5197.wav,..\dataset\masks\5197.npy
..\dataset\tracks\5198.wav,..\dataset\masks\5198.npy
..\dataset\tracks\5199.wav,..\dataset\masks\5199.npy
..\dataset\tracks\52.wav,..\dataset\masks\52.npy
..\dataset\tracks\520.wav,..\dataset\masks\520.npy
..\dataset\tracks\5200.wav,..\dataset\masks\5200.npy
..\dataset\tracks\5201.wav,..\dataset\masks\5201.npy
..\dataset\tracks\5202.wav,..\dataset\masks\5202.npy
..\dataset\tracks\5203.wav,..\dataset\masks\5203.npy
..\dataset\tracks\5204.wav,..\dataset\masks\5204.npy
..\dataset\tracks\5205.wav,..\dataset\masks\5205.npy
..\dataset\tracks\5206.wav,..\dataset\masks\5206.npy
..\dataset\tracks\5207.wav,..\dataset\masks\5207.npy
..\dataset\tracks\5208.wav,..\dataset\masks\5208.npy
..\dataset\tracks\5209.wav,..\dataset\masks\5209.npy
..\dataset\tracks\521.wav,..\dataset\masks\521.npy
..\dataset\tracks\5210.wav,..\dataset\masks\5210.npy
..\dataset\tracks\5211.wav,..\dataset\masks\5211.npy
..\dataset\tracks\5212.wav,..\dataset\masks\5212.npy
..\dataset\tracks\5213.wav,..\dataset\masks\5213.npy
..\dataset\tracks\5214.wav,..\dataset\masks\5214.npy
..\dataset\tracks\5215.wav,..\dataset\masks\5215.npy
..\dataset\tracks\5216.wav,..\dataset\masks\5216.npy
..\dataset\tracks\5217.wav,..\dataset\masks\5217.npy
..\dataset\tracks\5218.wav,..\dataset\masks\5218.npy
..\dataset\tracks\5219.wav,..\dataset\masks\5219.npy
..\dataset\tracks\522.wav,..\dataset\masks\522.npy
..\dataset\tracks\5220.wav,..\dataset\masks\5220.npy
..\dataset\tracks\5221.wav,..\dataset\masks\5221.npy
..\dataset\tracks\5222.wav,..\dataset\masks\5222.npy
..\dataset\tracks\5223.wav,..\dataset\masks\5223.npy
..\dataset\tracks\5224.wav,..\dataset\masks\5224.npy
..\dataset\tracks\5225.wav,..\dataset\masks\5225.npy
..\dataset\tracks\5226.wav,..\dataset\masks\5226.npy
..\dataset\tracks\5227.wav,..\dataset\masks\5227.npy
..\dataset\tracks\5228.wav,..\dataset\masks\5228.npy
..\dataset\tracks\5229.wav,..\dataset\masks\5229.npy
..\dataset\tracks\523.wav,..\dataset\masks\523.npy
..\dataset\tracks\5230.wav,..\dataset\masks\5230.npy
..\dataset\tracks\5231.wav,..\dataset\masks\5231.npy
..\dataset\tracks\5232.wav,..\dataset\masks\5232.npy
..\dataset\tracks\5233.wav,..\dataset\masks\5233.npy
..\dataset\tracks\5234.wav,..\dataset\masks\5234.npy
..\dataset\tracks\5235.wav,..\dataset\masks\5235.npy
..\dataset\tracks\5236.wav,..\dataset\masks\5236.npy
..\dataset\tracks\5237.wav,..\dataset\masks\5237.npy
..\dataset\tracks\5238.wav,..\dataset\masks\5238.npy
..\dataset\tracks\5239.wav,..\dataset\masks\5239.npy
..\dataset\tracks\524.wav,..\dataset\masks\524.npy
..\dataset\tracks\5240.wav,..\dataset\masks\5240.npy
..\dataset\tracks\5241.wav,..\dataset\masks\5241.npy
..\dataset\tracks\5242.wav,..\dataset\masks\5242.npy
..\dataset\tracks\5243.wav,..\dataset\masks\5243.npy
..\dataset\tracks\5244.wav,..\dataset\masks\5244.npy
..\dataset\tracks\5245.wav,..\dataset\masks\5245.npy
..\dataset\tracks\5246.wav,..\dataset\masks\5246.npy
..\dataset\tracks\5247.wav,..\dataset\masks\5247.npy
..\dataset\tracks\5248.wav,..\dataset\masks\5248.npy
..\dataset\tracks\5249.wav,..\dataset\masks\5249.npy
..\dataset\tracks\525.wav,..\dataset\masks\525.npy
..\dataset\tracks\5250.wav,..\dataset\masks\5250.npy
..\dataset\tracks\5251.wav,..\dataset\masks\5251.npy
..\dataset\tracks\5252.wav,..\dataset\masks\5252.npy
..\dataset\tracks\5253.wav,..\dataset\masks\5253.npy
..\dataset\tracks\5254.wav,..\dataset\masks\5254.npy
..\dataset\tracks\5255.wav,..\dataset\masks\5255.npy
..\dataset\tracks\5256.wav,..\dataset\masks\5256.npy
..\dataset\tracks\5257.wav,..\dataset\masks\5257.npy
..\dataset\tracks\5258.wav,..\dataset\masks\5258.npy
..\dataset\tracks\5259.wav,..\dataset\masks\5259.npy
..\dataset\tracks\526.wav,..\dataset\masks\526.npy
..\dataset\tracks\5260.wav,..\dataset\masks\5260.npy
..\dataset\tracks\5261.wav,..\dataset\masks\5261.npy
..\dataset\tracks\5262.wav,..\dataset\masks\5262.npy
..\dataset\tracks\5263.wav,..\dataset\masks\5263.npy
..\dataset\tracks\5264.wav,..\dataset\masks\5264.npy
..\dataset\tracks\5265.wav,..\dataset\masks\5265.npy
..\dataset\tracks\5266.wav,..\dataset\masks\5266.npy
..\dataset\tracks\5267.wav,..\dataset\masks\5267.npy
..\dataset\tracks\5268.wav,..\dataset\masks\5268.npy
..\dataset\tracks\5269.wav,..\dataset\masks\5269.npy
..\dataset\tracks\527.wav,..\dataset\masks\527.npy
..\dataset\tracks\5270.wav,..\dataset\masks\5270.npy
..\dataset\tracks\5271.wav,..\dataset\masks\5271.npy
..\dataset\tracks\5272.wav,..\dataset\masks\5272.npy
..\dataset\tracks\5273.wav,..\dataset\masks\5273.npy
..\dataset\tracks\5274.wav,..\dataset\masks\5274.npy
..\dataset\tracks\5275.wav,..\dataset\masks\5275.npy
..\dataset\tracks\5276.wav,..\dataset\masks\5276.npy
..\dataset\tracks\5277.wav,..\dataset\masks\5277.npy
..\dataset\tracks\5278.wav,..\dataset\masks\5278.npy
..\dataset\tracks\5279.wav,..\dataset\masks\5279.npy
..\dataset\tracks\528.wav,..\dataset\masks\528.npy
..\dataset\tracks\5280.wav,..\dataset\masks\5280.npy
..\dataset\tracks\5281.wav,..\dataset\masks\5281.npy
..\dataset\tracks\5282.wav,..\dataset\masks\5282.npy
..\dataset\tracks\5283.wav,..\dataset\masks\5283.npy
..\dataset\tracks\5284.wav,..\dataset\masks\5284.npy
..\dataset\tracks\5285.wav,..\dataset\masks\5285.npy
..\dataset\tracks\5286.wav,..\dataset\masks\5286.npy
..\dataset\tracks\5287.wav,..\dataset\masks\5287.npy
..\dataset\tracks\5288.wav,..\dataset\masks\5288.npy
..\dataset\tracks\5289.wav,..\dataset\masks\5289.npy
..\dataset\tracks\529.wav,..\dataset\masks\529.npy
..\dataset\tracks\5290.wav,..\dataset\masks\5290.npy
..\dataset\tracks\5291.wav,..\dataset\masks\5291.npy
..\dataset\tracks\5292.wav,..\dataset\masks\5292.npy
..\dataset\tracks\5293.wav,..\dataset\masks\5293.npy
..\dataset\tracks\5294.wav,..\dataset\masks\5294.npy
..\dataset\tracks\5295.wav,..\dataset\masks\5295.npy
..\dataset\tracks\5296.wav,..\dataset\masks\5296.npy
..\dataset\tracks\5297.wav,..\dataset\masks\5297.npy
..\dataset\tracks\5298.wav,..\dataset\masks\5298.npy
..\dataset\tracks\5299.wav,..\dataset\masks\5299.npy
..\dataset\tracks\53.wav,..\dataset\masks\53.npy
..\dataset\tracks\530.wav,..\dataset\masks\530.npy
..\dataset\tracks\5300.wav,..\dataset\masks\5300.npy
..\dataset\tracks\5301.wav,..\dataset\masks\5301.npy
..\dataset\tracks\5302.wav,..\dataset\masks\5302.npy
..\dataset\tracks\5303.wav,..\dataset\masks\5303.npy
..\dataset\tracks\5304.wav,..\dataset\masks\5304.npy
..\dataset\tracks\5305.wav,..\dataset\masks\5305.npy
..\dataset\tracks\5306.wav,..\dataset\masks\5306.npy
..\dataset\tracks\5307.wav,..\dataset\masks\5307.npy
..\dataset\tracks\5308.wav,..\dataset\masks\5308.npy
..\dataset\tracks\5309.wav,..\dataset\masks\5309.npy
..\dataset\tracks\531.wav,..\dataset\masks\531.npy
..\dataset\tracks\5310.wav,..\dataset\masks\5310.npy
..\dataset\tracks\5311.wav,..\dataset\masks\5311.npy
..\dataset\tracks\5312.wav,..\dataset\masks\5312.npy
..\dataset\tracks\5313.wav,..\dataset\masks\5313.npy
..\dataset\tracks\5314.wav,..\dataset\masks\5314.npy
..\dataset\tracks\5315.wav,..\dataset\masks\5315.npy
..\dataset\tracks\5316.wav,..\dataset\masks\5316.npy
..\dataset\tracks\5317.wav,..\dataset\masks\5317.npy
..\dataset\tracks\5318.wav,..\dataset\masks\5318.npy
..\dataset\tracks\5319.wav,..\dataset\masks\5319.npy
..\dataset\tracks\532.wav,..\dataset\masks\532.npy
..\dataset\tracks\5320.wav,..\dataset\masks\5320.npy
..\dataset\tracks\5321.wav,..\dataset\masks\5321.npy
..\dataset\tracks\5322.wav,..\dataset\masks\5322.npy
..\dataset\tracks\5323.wav,..\dataset\masks\5323.npy
..\dataset\tracks\5324.wav,..\dataset\masks\5324.npy
..\dataset\tracks\5325.wav,..\dataset\masks\5325.npy
..\dataset\tracks\5326.wav,..\dataset\masks\5326.npy
..\dataset\tracks\5327.wav,..\dataset\masks\5327.npy
..\dataset\tracks\5328.wav,..\dataset\masks\5328.npy
..\dataset\tracks\5329.wav,..\dataset\masks\5329.npy
..\dataset\tracks\533.wav,..\dataset\masks\533.npy
..\dataset\tracks\5330.wav,..\dataset\masks\5330.npy
..\dataset\tracks\5331.wav,..\dataset\masks\5331.npy
..\dataset\tracks\5332.wav,..\dataset\masks\5332.npy
..\dataset\tracks\5333.wav,..\dataset\masks\5333.npy
..\dataset\tracks\5334.wav,..\dataset\masks\5334.npy
..\dataset\tracks\5335.wav,..\dataset\masks\5335.npy
..\dataset\tracks\5336.wav,..\dataset\masks\5336.npy
..\dataset\tracks\5337.wav,..\dataset\masks\5337.npy
..\dataset\tracks\5338.wav,..\dataset\masks\5338.npy
..\dataset\tracks\5339.wav,..\dataset\masks\5339.npy
..\dataset\tracks\534.wav,..\dataset\masks\534.npy
..\dataset\tracks\5340.wav,..\dataset\masks\5340.npy
..\dataset\tracks\5341.wav,..\dataset\masks\5341.npy
..\dataset\tracks\5342.wav,..\dataset\masks\5342.npy
..\dataset\tracks\5343.wav,..\dataset\masks\5343.npy
..\dataset\tracks\5344.wav,..\dataset\masks\5344.npy
..\dataset\tracks\5345.wav,..\dataset\masks\5345.npy
..\dataset\tracks\5346.wav,..\dataset\masks\5346.npy
..\dataset\tracks\5347.wav,..\dataset\masks\5347.npy
..\dataset\tracks\5348.wav,..\dataset\masks\5348.npy
..\dataset\tracks\5349.wav,..\dataset\masks\5349.npy
..\dataset\tracks\535.wav,..\dataset\masks\535.npy
..\dataset\tracks\5350.wav,..\dataset\masks\5350.npy
..\dataset\tracks\5351.wav,..\dataset\masks\5351.npy
..\dataset\tracks\5352.wav,..\dataset\masks\5352.npy
..\dataset\tracks\5353.wav,..\dataset\masks\5353.npy
..\dataset\tracks\5354.wav,..\dataset\masks\5354.npy
..\dataset\tracks\5355.wav,..\dataset\masks\5355.npy
..\dataset\tracks\5356.wav,..\dataset\masks\5356.npy
..\dataset\tracks\5357.wav,..\dataset\masks\5357.npy
..\dataset\tracks\5358.wav,..\dataset\masks\5358.npy
..\dataset\tracks\5359.wav,..\dataset\masks\5359.npy
..\dataset\tracks\536.wav,..\dataset\masks\536.npy
..\dataset\tracks\5360.wav,..\dataset\masks\5360.npy
..\dataset\tracks\5361.wav,..\dataset\masks\5361.npy
..\dataset\tracks\5362.wav,..\dataset\masks\5362.npy
..\dataset\tracks\5363.wav,..\dataset\masks\5363.npy
..\dataset\tracks\5364.wav,..\dataset\masks\5364.npy
..\dataset\tracks\5365.wav,..\dataset\masks\5365.npy
..\dataset\tracks\5366.wav,..\dataset\masks\5366.npy
..\dataset\tracks\5367.wav,..\dataset\masks\5367.npy
..\dataset\tracks\5368.wav,..\dataset\masks\5368.npy
..\dataset\tracks\5369.wav,..\dataset\masks\5369.npy
..\dataset\tracks\537.wav,..\dataset\masks\537.npy
..\dataset\tracks\5370.wav,..\dataset\masks\5370.npy
..\dataset\tracks\5371.wav,..\dataset\masks\5371.npy
..\dataset\tracks\5372.wav,..\dataset\masks\5372.npy
..\dataset\tracks\5373.wav,..\dataset\masks\5373.npy
..\dataset\tracks\5374.wav,..\dataset\masks\5374.npy
..\dataset\tracks\5375.wav,..\dataset\masks\5375.npy
..\dataset\tracks\5376.wav,..\dataset\masks\5376.npy
..\dataset\tracks\5377.wav,..\dataset\masks\5377.npy
..\dataset\tracks\5378.wav,..\dataset\masks\5378.npy
..\dataset\tracks\5379.wav,..\dataset\masks\5379.npy
..\dataset\tracks\538.wav,..\dataset\masks\538.npy
..\dataset\tracks\5380.wav,..\dataset\masks\5380.npy
..\dataset\tracks\5381.wav,..\dataset\masks\5381.npy
..\dataset\tracks\5382.wav,..\dataset\masks\5382.npy
..\dataset\tracks\5383.wav,..\dataset\masks\5383.npy
..\dataset\tracks\5384.wav,..\dataset\masks\5384.npy
..\dataset\tracks\5385.wav,..\dataset\masks\5385.npy
..\dataset\tracks\5386.wav,..\dataset\masks\5386.npy
..\dataset\tracks\5387.wav,..\dataset\masks\5387.npy
..\dataset\tracks\5388.wav,..\dataset\masks\5388.npy
..\dataset\tracks\5389.wav,..\dataset\masks\5389.npy
..\dataset\tracks\539.wav,..\dataset\masks\539.npy
..\dataset\tracks\5390.wav,..\dataset\masks\5390.npy
..\dataset\tracks\5391.wav,..\dataset\masks\5391.npy
..\dataset\tracks\5392.wav,..\dataset\masks\5392.npy
..\dataset\tracks\5393.wav,..\dataset\masks\5393.npy
..\dataset\tracks\5394.wav,..\dataset\masks\5394.npy
..\dataset\tracks\5395.wav,..\dataset\masks\5395.npy
..\dataset\tracks\5396.wav,..\dataset\masks\5396.npy
..\dataset\tracks\5397.wav,..\dataset\masks\5397.npy
..\dataset\tracks\5398.wav,..\dataset\masks\5398.npy
..\dataset\tracks\5399.wav,..\dataset\masks\5399.npy
..\dataset\tracks\54.wav,..\dataset\masks\54.npy
..\dataset\tracks\540.wav,..\dataset\masks\540.npy
..\dataset\tracks\5400.wav,..\dataset\masks\5400.npy
..\dataset\tracks\5401.wav,..\dataset\masks\5401.npy
..\dataset\tracks\5402.wav,..\dataset\masks\5402.npy
..\dataset\tracks\5403.wav,..\dataset\masks\5403.npy
..\dataset\tracks\5404.wav,..\dataset\masks\5404.npy
..\dataset\tracks\5405.wav,..\dataset\masks\5405.npy
..\dataset\tracks\5406.wav,..\dataset\masks\5406.npy
..\dataset\tracks\5407.wav,..\dataset\masks\5407.npy
..\dataset\tracks\5408.wav,..\dataset\masks\5408.npy
..\dataset\tracks\5409.wav,..\dataset\masks\5409.npy
..\dataset\tracks\541.wav,..\dataset\masks\541.npy
..\dataset\tracks\5410.wav,..\dataset\masks\5410.npy
..\dataset\tracks\5411.wav,..\dataset\masks\5411.npy
..\dataset\tracks\5412.wav,..\dataset\masks\5412.npy
..\dataset\tracks\5413.wav,..\dataset\masks\5413.npy
..\dataset\tracks\5414.wav,..\dataset\masks\5414.npy
..\dataset\tracks\5415.wav,..\dataset\masks\5415.npy
..\dataset\tracks\5416.wav,..\dataset\masks\5416.npy
..\dataset\tracks\5417.wav,..\dataset\masks\5417.npy
..\dataset\tracks\5418.wav,..\dataset\masks\5418.npy
..\dataset\tracks\5419.wav,..\dataset\masks\5419.npy
..\dataset\tracks\542.wav,..\dataset\masks\542.npy
..\dataset\tracks\5420.wav,..\dataset\masks\5420.npy
..\dataset\tracks\5421.wav,..\dataset\masks\5421.npy
..\dataset\tracks\5422.wav,..\dataset\masks\5422.npy
..\dataset\tracks\5423.wav,..\dataset\masks\5423.npy
..\dataset\tracks\5424.wav,..\dataset\masks\5424.npy
..\dataset\tracks\5425.wav,..\dataset\masks\5425.npy
..\dataset\tracks\5426.wav,..\dataset\masks\5426.npy
..\dataset\tracks\5427.wav,..\dataset\masks\5427.npy
..\dataset\tracks\5428.wav,..\dataset\masks\5428.npy
..\dataset\tracks\5429.wav,..\dataset\masks\5429.npy
..\dataset\tracks\543.wav,..\dataset\masks\543.npy
..\dataset\tracks\5430.wav,..\dataset\masks\5430.npy
